date,cases,deaths,county,fips,confirmed_cases,confirmed_deaths,new_confirmed_cases,new_deaths
4/13/2020,109,5,Yolo,113,101,4,8,1
4/14/2020,103,4,Yolo,113,102,4,1,0
4/15/2020,130,10,Yolo,113,116,7,14,3
4/16/2020,134,7,Yolo,113,125,7,9,0
4/17/2020,127,9,Yolo,113,126,8,1,1
4/18/2020,126,8,Yolo,113,126,8,0,0
4/19/2020,148,10,Yolo,113,137,9,11,1
4/20/2020,147,11,Yolo,113,142,10,5,1
3/21/2020,2,0,Yuba,115,2,0,,
3/22/2020,4,0,Yuba,115,3,0,1,0
3/23/2020,3,0,Yuba,115,3,0,0,0
3/24/2020,3,0,Yuba,115,3,0,0,0
3/25/2020,3,0,Yuba,115,3,0,0,0
3/26/2020,3,0,Yuba,115,3,0,0,0
3/27/2020,3,0,Yuba,115,3,0,0,0
3/28/2020,3,0,Yuba,115,3,0,0,0
3/29/2020,5,0,Yuba,115,4,0,1,0
3/30/2020,8,0,Yuba,115,6,0,2,0
3/31/2020,8,0,Yuba,115,7,0,1,0
4/1/2020,9,0,Yuba,115,8,0,1,0
4/2/2020,8,0,Yuba,115,8,0,0,0
4/3/2020,10,0,Yuba,115,9,0,1,0
4/4/2020,9,0,Yuba,115,9,0,0,0
4/5/2020,11,0,Yuba,115,10,0,1,0
4/6/2020,12,0,Yuba,115,11,0,1,0
4/7/2020,15,0,Yuba,115,13,0,2,0
4/8/2020,17,0,Yuba,115,15,0,2,0
4/9/2020,15,0,Yuba,115,15,0,0,0
4/10/2020,15,2,Yuba,115,15,1,0,1
4/11/2020,15,1,Yuba,115,15,1,0,0
4/12/2020,15,1,Yuba,115,15,1,0,0
4/13/2020,15,1,Yuba,115,15,1,0,0
4/14/2020,15,1,Yuba,115,15,1,0,0
4/15/2020,15,1,Yuba,115,15,1,0,0
4/16/2020,15,1,Yuba,115,15,1,0,0
4/17/2020,15,1,Yuba,115,15,1,0,0
4/18/2020,17,1,Yuba,115,16,1,1,0
4/19/2020,16,1,Yuba,115,16,1,0,0
4/20/2020,16,1,Yuba,115,16,1,0,0
